,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
194,194,1750558983236350,-47,128,3C:6A:D2:84:AD:40,0,21856,2ae0,0,43455c0,-47.0
195,195,1750558983336474,-47,128,3C:6A:D2:84:AD:40,0,21872,2ae0,0,43455c0,-47.0
196,196,1750558983438795,-47,128,3C:6A:D2:84:AD:40,0,21888,2ae0,0,43455c0,-47.0
197,197,1750558983541244,-47,128,3C:6A:D2:84:AD:40,0,21904,2ae0,0,43455c0,-47.0
198,198,1750558983643669,-47,128,3C:6A:D2:84:AD:40,0,21920,2ae0,0,43455c0,-47.0
199,199,1750558983848420,-47,128,3C:6A:D2:84:AD:40,0,21952,2ae0,0,43455c0,-47.0
200,200,1750558983950821,-47,128,3C:6A:D2:84:AD:40,0,21968,2ae0,0,43455c0,-47.0
201,201,1750558984053410,-47,128,3C:6A:D2:84:AD:40,0,21984,2ae0,0,43455c0,-47.0
202,202,1750558984155613,-47,128,3C:6A:D2:84:AD:40,0,22000,2ae0,0,43455c0,-47.0
203,203,1750558984258045,-47,128,3C:6A:D2:84:AD:40,0,22016,2ae0,0,43455c0,-47.0
204,204,1750558984360457,-47,128,3C:6A:D2:84:AD:40,0,22032,2ae0,0,43455c0,-47.0
205,205,1750558984461744,-47,128,3C:6A:D2:84:AD:40,0,22048,2ae0,0,43455c0,-47.0
206,206,1750558984565185,-47,128,3C:6A:D2:84:AD:40,0,22064,2ae0,0,43455c0,-47.0
207,207,1750558984667658,-47,128,3C:6A:D2:84:AD:40,0,22080,2ae0,0,43455c0,-47.0
208,208,1750558984770048,-47,128,3C:6A:D2:84:AD:40,0,22096,2ae0,0,43455c0,-47.0
209,209,1750558984872441,-47,128,3C:6A:D2:84:AD:40,0,22112,2ae0,0,43455c0,-47.0
210,210,1750558984974843,-47,128,3C:6A:D2:84:AD:40,0,22128,2ae0,0,43455c0,-47.0
211,211,1750558985077217,-47,128,3C:6A:D2:84:AD:40,0,22144,2ae0,0,43455c0,-47.0
212,212,1750558985179630,-47,128,3C:6A:D2:84:AD:40,0,22160,2ae0,0,43455c0,-47.0
213,213,1750558985282077,-47,128,3C:6A:D2:84:AD:40,0,22176,2ae0,0,43455c0,-47.0
214,214,1750558985384454,-47,128,3C:6A:D2:84:AD:40,0,22192,2ae0,0,43455c0,-47.0
