,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
216,216,1750559167146175,-55,128,3C:6A:D2:84:AD:40,0,51072,2ae0,0,43455c0,-53.666666666666664
217,217,1750559167248604,-50,128,3C:6A:D2:84:AD:40,0,51088,2ae0,0,43455c0,-53.333333333333336
218,218,1750559167351049,-49,128,3C:6A:D2:84:AD:40,0,51104,2ae0,0,43455c0,-51.333333333333336
219,219,1750559167452322,-53,128,3C:6A:D2:84:AD:40,0,51120,2ae0,0,43455c0,-50.666666666666664
220,220,1750559167555788,-53,128,3C:6A:D2:84:AD:40,0,51136,2ae0,0,43455c0,-51.666666666666664
221,221,1750559167658183,-56,128,3C:6A:D2:84:AD:40,0,51152,2ae0,0,43455c0,-54.0
222,222,1750559167760584,-55,128,3C:6A:D2:84:AD:40,0,51168,2ae0,0,43455c0,-54.666666666666664
223,223,1750559167863014,-56,128,3C:6A:D2:84:AD:40,0,51184,2ae0,0,43455c0,-55.666666666666664
224,224,1750559167965606,-55,128,3C:6A:D2:84:AD:40,0,51200,2ae0,0,43455c0,-55.333333333333336
225,225,1750559168067676,-53,128,3C:6A:D2:84:AD:40,0,51216,2ae0,0,43455c0,-54.666666666666664
226,226,1750559168170176,-51,128,3C:6A:D2:84:AD:40,0,51232,2ae0,0,43455c0,-53.0
227,227,1750559168248517,-54,8,3C:6A:D2:84:AD:40,0,59328,2ae0,0,43455c0,-52.666666666666664
228,228,1750559168272625,-56,128,3C:6A:D2:84:AD:40,0,51248,2ae0,0,43455c0,-53.666666666666664
229,229,1750559168358829,-56,8,3C:6A:D2:84:AD:40,0,59344,2ae0,0,43455c0,-55.333333333333336
230,230,1750559168373927,-55,128,3C:6A:D2:84:AD:40,0,51264,2ae0,0,43455c0,-55.666666666666664
231,231,1750559168477443,-55,128,3C:6A:D2:84:AD:40,0,51280,2ae0,0,43455c0,-55.333333333333336
232,232,1750559168526363,-54,8,3C:6A:D2:84:AD:40,0,59360,2ae0,0,43455c0,-54.666666666666664
233,233,1750559168579867,-53,128,3C:6A:D2:84:AD:40,0,51296,2ae0,0,43455c0,-54.0
234,234,1750559168682214,-53,128,3C:6A:D2:84:AD:40,0,51312,2ae0,0,43455c0,-53.333333333333336
235,235,1750559168751916,-51,8,3C:6A:D2:84:AD:40,0,59376,2ae0,0,43455c0,-52.333333333333336
236,236,1750559168784618,-54,128,3C:6A:D2:84:AD:40,0,51328,2ae0,0,43455c0,-52.666666666666664
237,237,1750559168794019,-54,8,3C:6A:D2:84:AD:40,0,59392,2ae0,0,43455c0,-53.0
238,238,1750559168886977,-51,128,3C:6A:D2:84:AD:40,0,51344,2ae0,0,43455c0,-53.0
239,239,1750559168989439,-52,128,3C:6A:D2:84:AD:40,0,51360,2ae0,0,43455c0,-52.333333333333336
240,240,1750559168998249,-52,8,3C:6A:D2:84:AD:40,0,59408,2ae0,0,43455c0,-51.666666666666664
